time_id,item_id,location_id,dollars_sold,units_sold
238,49,4,179.33,5
315,33,24,114.47,4
66,2,26,116.05,3
117,9,3,155.46,4
126,22,18,76.81,3
132,2,16,69.29,2
90,9,11,27.94,1
21,40,20,211.23,5
192,8,28,108.08,3
131,9,25,73.75,2
125,26,5,16.56,1
97,5,14,52.45,2
340,13,29,37.87,1
223,47,8,120.8,8
153,32,26,43.56,2
75,49,15,107.12,4
293,18,16,96.98,3
325,31,8,312.27,6
12,12,28,31.49,2
340,19,16,184.54,4
256,9,18,103.83,2
37,42,14,278.5,9
275,10,3,29.97,1
40,11,24,141.19,6
19,24,10,213.05,4
43,22,8,52.11,3
168,16,24,115.17,5
227,18,6,103.31,3
149,15,21,120.88,3
45,46,15,251.87,6
73,30,24,38.11,2
312,46,2,268.54,7
352,50,24,127.96,5
276,33,7,52.87,2
38,42,27,370.16,12
300,6,11,50.57,2
253,48,1,91.18,6
193,25,15,67.44,3
53,36,2,82.68,5
364,13,9,67.37,3
162,5,22,62.21,4
17,45,17,131.33,5
77,23,22,67.15,3
147,7,27,114.65,3
23,33,15,160.52,6
119,3,17,24.52,2
171,23,2,127.3,4
347,36,9,80.15,3
32,37,22,77.17,5
211,23,2,70.48,2
335,19,11,128.87,3
295,42,5,153.63,5
338,10,26,93.38,3
63,4,17,14.52,1
293,8,20,84.1,2
358,41,21,86.14,3
120,24,7,81.02,2
183,2,2,114.09,3
194,9,12,105.63,2
181,2,6,150.91,4
106,41,10,98.33,4
355,24,10,84.94,2
350,4,24,52.22,4
139,12,10,96.13,6
294,31,5,294.61,7
146,30,29,94.39,3
291,41,2,125.9,6
214,2,7,38.77,1
172,4,11,38.93,3
47,2,2,62.29,2
239,20,27,53.32,2
118,37,11,72.4,4
80,34,24,188.68,8
71,11,5,228.66,7
359,33,16,77.9,2
38,33,4,25.46,1
292,10,7,30.49,1
317,38,13,59.36,2
12,22,26,55.39,4
216,3,10,26.55,3
211,20,23,144.0,5
131,39,3,65.38,4
244,35,8,32.63,3
150,14,19,125.52,4
161,38,15,94.09,3
158,20,16,162.42,4
293,24,21,75.5,2
232,5,3,22.02,1
139,50,21,252.48,11
339,42,26,317.95,11
293,10,23,143.67,5
341,29,9,180.82,5
267,40,11,200.27,5
143,26,29,47.99,4
283,11,24,87.78,3
121,49,28,230.96,7
99,14,28,20.14,1
165,17,14,75.91,3
354,19,4,74.74,2
208,45,7,82.49,5
141,26,9,62.69,4
169,36,26,81.88,5
107,46,9,96.33,3
241,47,11,59.2,4
128,43,26,248.36,9
203,46,5,72.99,2
135,48,20,132.93,7
118,50,17,175.82,6
355,33,30,106.69,3
127,7,15,101.18,2
26,6,16,63.61,2
139,40,26,71.74,2
195,16,30,53.24,2
35,41,22,136.28,7
112,47,21,67.33,5
61,33,27,69.2,3
183,39,30,34.59,2
264,14,23,104.09,5
354,22,9,23.55,1
143,49,20,342.17,7
316,41,8,251.57,10
79,11,16,165.55,6
285,47,14,82.08,5
206,25,30,38.99,2
277,43,17,323.16,9
276,27,29,71.67,2
195,31,25,190.04,6
94,9,26,106.79,3
193,17,6,77.96,4
302,37,24,55.41,3
355,43,8,320.82,6
339,5,18,55.4,2
67,4,15,27.54,2
219,35,8,36.24,3
39,23,30,120.72,3
245,43,27,309.58,9
363,4,18,41.07,2
20,18,1,55.88,2
240,2,6,42.6,1
346,36,7,100.09,4
310,43,30,356.8,8
144,8,13,112.0,3
38,17,2,56.44,3
338,43,18,291.74,6
337,3,29,39.69,3
212,48,17,96.39,5
358,45,14,117.1,5
2,8,6,31.06,1
226,7,27,70.47,2
15,35,4,51.66,4
342,1,29,51.55,3
249,26,7,50.21,3
334,4,5,15.42,1
206,27,11,101.18,3
31,18,1,113.61,4
10,36,1,56.46,3
123,45,6,164.91,8
272,25,21,101.44,6
56,33,25,49.07,2
312,31,8,202.5,4
88,50,20,35.78,1
182,12,11,46.88,3
75,12,13,47.06,2
171,19,11,129.38,4
166,37,27,34.48,2
2,44,16,305.45,8
208,14,16,81.36,3
288,6,26,47.63,2
342,31,20,152.57,3
121,30,5,69.05,3
322,19,6,79.25,2
321,10,11,96.92,3
361,43,3,342.04,8
137,43,21,179.34,6
311,38,15,159.4,6
207,29,2,168.52,5
22,14,13,80.06,3
99,21,25,31.19,2
246,4,28,14.42,1
59,13,29,122.8,6
159,23,28,141.97,4
283,22,19,152.93,6
55,5,28,61.8,2
182,48,29,62.6,4
79,14,20,98.43,4
196,26,13,102.4,5
88,24,29,50.89,1
353,24,13,249.31,4
28,43,5,149.36,4
352,38,4,115.9,4
290,44,18,219.81,5
313,19,2,30.46,1
311,14,4,23.12,1
69,22,8,32.23,2
340,29,16,101.86,3
217,17,15,43.4,2
352,24,16,220.1,3
321,8,16,46.04,1
212,30,30,192.36,7
137,36,7,82.55,4
43,27,15,82.8,2
37,44,19,166.88,4
143,50,9,157.5,7
297,46,6,155.1,4
185,5,2,58.84,3
176,45,10,109.71,6
90,17,8,80.74,4
207,23,6,142.68,4
233,21,9,75.82,4
359,15,21,230.83,5
267,44,25,161.9,5
222,32,16,66.03,2
333,49,2,76.7,2
156,48,23,109.53,10
342,21,5,75.92,3
136,37,2,49.46,3
47,26,18,48.52,3
153,25,13,56.29,3
47,37,10,103.74,6
44,35,30,114.4,6
322,46,3,247.51,5
291,39,2,91.3,5
81,32,18,60.97,2
306,46,13,254.06,5
26,6,25,87.52,3
104,39,2,61.6,4
258,20,13,36.23,1
111,22,5,97.19,4
267,40,2,139.1,4
320,14,14,66.16,2
25,45,23,104.95,6
9,25,5,30.22,2
344,18,26,110.18,3
190,17,16,43.23,2
185,22,15,100.92,4
170,48,28,130.28,8
159,6,10,54.24,2
252,26,7,33.08,2
212,42,24,219.09,9
60,24,4,92.23,2
229,29,27,144.86,6
244,18,25,71.18,3
42,7,30,41.03,1
138,32,14,141.35,4
289,46,19,302.99,7
226,27,27,80.39,2
50,22,4,55.95,3
15,7,10,127.27,3
213,48,15,206.77,12
169,44,19,226.08,6
351,46,21,229.86,5
191,18,28,36.14,1
340,32,15,74.0,2
79,22,6,74.0,4
164,12,6,85.61,5
51,11,25,45.2,2
210,20,14,146.07,4
69,28,19,108.69,3
180,7,17,88.24,2
126,36,25,44.02,3
68,23,7,116.13,4
36,45,6,102.68,5
187,14,23,67.61,3
346,3,14,28.91,2
73,16,25,65.87,3
148,49,4,154.1,6
82,17,9,99.21,5
296,36,29,92.3,4
152,43,26,118.05,4
356,15,2,113.72,2
90,33,25,64.74,3
30,11,2,168.68,6
213,19,4,159.75,5
238,15,27,125.6,3
362,34,4,183.41,6
319,44,10,361.82,8
323,13,5,78.21,3
232,15,18,119.0,2
132,42,2,84.66,4
157,24,9,78.67,2
49,26,10,164.63,8
158,36,20,127.14,4
134,7,15,255.19,6
14,44,6,200.13,5
75,19,14,114.76,3
196,33,14,196.93,7
135,22,11,41.21,2
363,38,17,84.43,3
175,31,10,90.31,3
350,9,11,52.8,1
242,10,24,199.57,7
15,44,8,91.23,3
75,26,10,33.28,2
258,14,5,58.73,3
199,8,21,115.93,4
111,7,22,91.29,3
191,46,21,347.12,10
330,49,6,211.5,6
142,20,14,60.41,2
17,11,9,35.58,1
114,21,23,57.24,3
342,7,11,99.01,2
279,28,13,39.77,1
306,32,14,218.63,5
333,50,23,177.58,6
43,16,22,63.87,3
104,10,25,135.28,5
22,7,13,40.79,1
2,19,25,28.91,1
305,31,27,90.12,2
342,4,16,39.86,2
57,38,21,119.67,6
264,24,28,45.21,1
196,40,26,265.98,9
26,24,9,167.07,4
335,8,22,66.13,2
319,2,14,101.16,2
208,28,5,172.02,5
259,27,12,502.02,10
145,41,30,189.96,8
290,44,29,204.17,5
163,9,24,62.93,2
362,16,30,62.53,2
24,11,18,119.57,4
63,6,23,49.51,2
354,1,5,32.98,2
106,5,9,18.93,1
114,27,6,150.12,4
289,8,29,134.14,3
70,10,19,81.13,2
188,6,28,24.5,1
105,37,13,57.84,3
73,32,13,182.47,6
352,49,21,133.75,4
73,6,18,85.4,3
35,11,12,120.81,4
246,23,10,75.54,2
317,33,16,170.38,4
47,7,3,45.69,1
259,11,6,71.18,3
198,22,2,35.36,2
303,1,5,15.83,1
47,20,6,59.59,2
357,38,3,25.06,1
226,27,2,123.73,4
308,22,25,55.66,3
133,25,6,21.44,1
345,48,17,178.68,10
229,27,3,170.62,6
47,27,29,93.63,3
337,47,8,103.52,6
291,8,23,88.94,3
110,5,20,26.39,1
200,23,24,26.17,1
142,16,19,81.86,3
199,11,16,69.04,2
353,6,24,31.58,1
329,44,25,186.39,4
79,31,12,210.38,5
355,35,29,54.21,3
160,6,30,26.07,1
258,18,22,120.35,4
279,32,28,59.67,2
177,27,4,112.34,3
167,35,17,83.2,5
167,34,20,69.38,2
315,21,28,53.21,2
142,40,4,171.95,4
103,13,25,41.55,2
132,5,3,19.86,1
72,46,11,179.7,6
143,2,21,191.09,6
42,15,9,92.43,2
33,6,26,52.27,3
265,12,28,46.62,3
29,20,5,130.35,4
208,7,8,35.82,1
285,24,3,82.08,2
265,47,22,108.55,8
163,7,27,188.84,5
71,47,19,187.85,11
340,21,4,65.68,3
305,30,6,65.82,2
224,23,2,82.7,3
32,16,15,46.22,2
13,6,22,80.69,4
116,30,5,110.48,4
58,46,26,223.72,7
315,27,8,152.17,4
76,30,16,135.61,4
104,33,21,69.37,3
357,20,17,97.2,2
299,7,15,77.28,2
80,26,11,160.88,8
140,44,13,200.08,4
189,16,8,76.58,3
243,44,9,223.04,6
342,43,23,346.53,9
318,13,27,95.93,3
357,29,26,49.59,2
15,38,10,121.06,6
87,25,10,49.8,3
206,35,2,22.5,2
18,46,9,214.36,5
130,32,18,169.97,5
57,42,9,163.48,5
341,41,23,149.44,6
24,41,2,107.06,6
55,43,13,279.86,6
72,12,9,15.09,1
55,1,15,21.35,1
208,8,1,41.72,1
133,13,13,66.59,2
334,35,24,93.27,6
96,26,26,47.08,3
197,24,8,122.16,3
241,1,13,45.45,2
229,35,21,34.72,3
291,19,14,66.56,2
74,39,17,124.08,6
186,6,11,83.85,3
293,15,26,42.77,1
316,3,19,51.56,4
226,15,29,203.35,4
238,47,24,79.26,6
316,25,12,139.3,6
229,22,10,88.23,5
347,14,3,196.14,6
47,14,19,95.99,3
127,34,23,89.05,3
41,50,11,111.8,5
34,38,1,63.42,3
173,37,25,97.82,6
83,24,7,97.65,2
149,5,18,165.99,6
160,37,2,89.56,5
227,41,2,193.63,9
346,26,27,94.51,4
311,5,21,49.98,2
139,36,1,77.99,3
119,47,4,65.84,4
282,12,15,21.83,1
46,8,21,83.85,3
198,37,13,139.69,7
155,17,27,19.52,1
67,36,20,105.52,4
226,36,19,118.51,5
118,14,9,48.48,2
68,3,21,29.43,3
239,28,27,101.65,3
64,21,2,182.23,8
246,43,23,138.09,5
60,18,27,110.03,4
159,13,13,26.1,1
295,44,23,273.91,8
84,37,11,69.09,3
281,31,6,217.63,5
264,48,25,63.53,5
330,40,10,156.42,3
62,44,23,157.39,6
262,40,10,275.24,6
342,21,12,62.94,2
279,4,21,26.54,2
69,31,11,87.02,3
301,39,25,77.7,5
40,50,2,164.06,5
215,35,1,66.31,5
182,29,3,135.42,5
194,29,8,53.12,2
190,6,2,22.46,1
12,1,12,36.86,2
186,3,1,44.33,5
342,46,23,411.41,10
160,40,5,261.56,6
102,14,30,45.28,2
364,22,26,66.09,3
37,25,21,44.3,3
178,13,24,44.54,2
188,22,24,76.95,4
175,18,26,145.01,5
337,35,17,81.77,4
154,38,19,82.2,3
356,5,15,34.18,1
25,24,19,100.54,2
268,50,12,161.57,5
217,44,4,229.94,6
88,40,28,119.16,3
84,37,21,68.77,4
263,1,22,36.66,3
233,49,9,124.16,5
224,37,24,49.41,3
19,45,16,85.94,4
219,46,3,366.13,8
359,13,29,84.24,3
7,1,30,71.11,4
172,33,27,122.59,5
181,23,15,76.59,2
328,2,7,36.89,1
104,14,1,58.87,3
174,50,23,119.75,5
262,19,27,59.46,2
23,14,4,124.02,5
293,33,21,103.94,4
301,34,1,23.2,1
263,17,24,63.03,3
237,43,1,180.65,6
273,30,30,130.45,5
286,9,6,103.3,3
330,17,13,102.28,4
157,43,21,164.81,7
167,5,26,35.68,2
233,1,11,77.37,5
71,33,30,76.19,3
313,23,1,95.57,3
282,13,15,22.38,1
231,24,30,85.72,2
111,10,9,66.57,2
127,19,17,35.91,1
159,12,14,94.08,4
242,30,12,121.5,4
284,34,24,76.61,3
246,46,16,169.92,4
340,4,22,80.06,6
351,17,16,147.78,5
258,14,30,78.62,3
136,29,15,142.8,4
219,27,24,94.47,3
156,44,19,200.08,4
230,46,25,268.41,8
297,39,27,108.89,6
135,10,7,72.52,2
185,3,10,18.72,2
17,45,10,189.15,8
269,48,15,123.71,8
179,13,15,54.84,2
168,3,1,16.37,2
195,35,27,41.33,3
79,30,26,80.04,3
219,45,19,147.03,7
272,29,10,157.93,6
128,39,25,56.97,4
48,40,9,110.89,3
142,1,10,13.55,1
73,8,30,110.15,3
137,40,28,96.17,2
229,9,18,135.81,3
42,11,6,89.31,3
273,38,4,133.6,6
82,11,29,86.99,3
327,8,8,219.55,5
268,1,21,25.83,2
100,24,11,85.73,2
206,32,15,126.97,4
41,37,30,65.28,4
37,46,18,137.27,4
349,33,13,169.01,6
293,38,13,48.71,2
57,11,7,32.0,1
104,18,17,67.39,2
73,16,18,104.84,4
145,4,3,37.86,3
107,49,13,65.5,2
120,13,20,147.49,4
194,23,2,58.83,2
70,18,30,83.48,3
323,3,26,9.84,1
266,46,20,386.73,9
278,11,1,135.17,5
62,6,16,89.21,3
259,18,27,119.93,4
306,8,1,118.73,3
64,50,24,63.44,3
275,10,26,52.71,2
131,16,3,74.78,3
288,14,7,99.61,4
175,2,22,71.66,2
293,1,28,27.56,2
54,26,24,52.6,4
143,12,16,16.84,1
100,5,19,25.1,1
91,15,16,88.2,2
113,14,18,122.6,5
140,22,24,93.05,5
47,50,2,535.4,18
259,16,7,149.18,6
201,36,2,110.42,5
303,39,24,94.55,7
258,3,22,18.0,2
55,26,2,58.24,3
26,23,4,105.13,3
155,26,8,56.48,3
176,9,8,182.65,4
88,24,16,185.01,4
286,7,15,139.19,3
213,48,11,70.37,5
274,30,5,111.1,4
40,2,20,188.06,4
298,26,24,17.95,1
76,47,20,140.11,8
164,38,25,120.01,6
161,14,28,27.99,1
300,45,26,94.81,6
102,10,20,170.0,4
88,13,2,121.85,5
124,8,11,35.39,1
132,47,13,61.79,4
67,36,22,32.49,2
65,26,26,53.33,3
85,34,20,346.07,10
171,13,11,114.75,5
126,4,24,50.11,4
144,43,21,228.46,8
263,49,24,132.02,6
88,2,18,119.17,3
333,3,20,37.21,3
275,28,11,96.71,3
64,3,12,58.24,4
115,37,9,85.19,5
67,48,8,145.77,9
100,14,20,49.33,2
134,15,12,300.38,6
48,44,5,157.77,5
6,18,2,100.72,3
161,13,26,49.63,2
256,5,14,25.7,1
111,42,18,332.2,10
315,47,28,75.5,4
135,4,4,13.25,1
329,41,29,221.34,7
87,8,22,86.36,3
197,7,20,213.63,6
279,20,13,31.46,1
22,22,22,73.83,4
340,43,7,196.77,5
134,35,10,38.62,3
182,8,29,142.08,4
230,30,9,132.14,5
235,44,22,105.53,3
9,34,28,105.69,3
317,12,18,81.66,4
228,7,9,163.01,4
365,23,26,106.75,3
173,24,25,123.92,4
224,18,17,117.08,3
161,6,4,60.79,2
325,6,14,64.17,2
304,27,13,314.84,8
332,48,6,74.1,5
185,30,13,60.18,2
289,22,5,99.29,5
131,47,21,77.06,5
169,35,13,80.57,6
278,36,22,125.96,6
30,29,14,133.25,4
260,39,22,76.49,4
6,26,22,30.43,2
212,32,5,107.85,4
175,31,14,284.56,6
172,38,23,121.39,6
181,45,18,26.3,1
180,15,7,181.97,4
149,35,25,28.15,3
165,2,6,73.23,2
208,27,30,152.86,4
279,45,22,144.37,9
202,33,10,78.55,3
235,14,6,54.32,3
306,31,28,143.88,3
362,18,16,48.72,1
40,22,25,96.17,5
261,12,25,76.24,5
83,32,3,146.36,6
72,10,21,67.05,3
290,23,11,144.96,4
26,47,28,76.17,5
310,38,7,56.12,2
282,21,2,74.99,3
364,49,20,182.1,5
244,1,17,22.5,1
319,48,17,158.58,8
44,18,8,34.41,1
325,42,15,189.73,5
59,48,29,59.35,4
115,31,23,133.3,5
47,31,30,35.17,1
147,38,10,22.93,1
274,12,27,52.36,3
98,9,12,53.89,1
301,18,29,60.24,2
222,24,26,117.72,3
230,38,5,131.12,6
343,13,30,132.62,4
158,29,19,34.17,1
126,1,24,25.55,2
364,2,18,153.09,3
204,49,7,259.4,8
225,43,30,194.96,5
109,44,4,210.0,5
79,17,25,85.38,5
62,26,7,73.59,5
82,34,24,114.77,4
72,13,13,97.04,4
273,38,8,122.71,5
22,35,8,22.83,2
230,21,10,94.72,5
347,22,28,123.59,5
280,16,24,67.66,4
148,41,21,82.64,5
22,50,19,101.01,4
305,50,13,448.9,11
2,39,28,34.85,2
249,18,9,156.12,5
245,40,29,158.14,4
71,13,12,28.25,1
271,45,11,131.6,7
65,14,15,149.36,5
83,21,23,29.1,2
297,5,22,15.75,1
358,5,24,107.56,4
97,20,3,92.25,3
337,28,5,119.91,4
334,1,26,34.27,2
281,43,30,293.18,10
52,6,4,56.92,2
110,50,28,30.67,1
248,14,8,174.17,6
365,19,30,182.54,5
298,8,30,31.58,1
154,42,20,145.98,5
86,37,6,69.17,4
351,4,24,30.7,2
101,6,4,58.64,3
125,31,11,145.15,4
353,44,20,268.12,6
206,6,3,22.9,1
97,12,12,44.38,2
2,28,24,124.38,4
157,6,3,79.74,3
360,16,12,213.31,6
158,1,1,104.16,7
256,25,20,98.6,5
93,36,3,87.98,5
284,21,9,70.47,4
284,13,16,86.23,3
223,22,7,85.15,5
282,26,7,73.56,4
212,9,26,71.28,2
139,6,24,20.68,1
270,10,3,28.15,1
305,50,26,355.76,12
307,37,15,172.4,6
78,7,5,131.15,4
247,16,28,45.12,2
2,21,11,39.95,2
209,10,10,62.94,2
209,43,5,105.19,3
133,48,27,168.06,11
363,13,9,63.73,2
323,1,18,65.26,3
15,14,8,57.26,3
77,30,27,159.4,5
76,41,24,187.97,9
328,17,16,76.66,3
190,14,11,69.18,3
267,13,20,132.36,4
296,1,15,87.38,5
281,1,29,17.69,1
33,22,21,19.59,1
52,31,1,112.49,3
145,1,25,69.92,4
124,11,6,156.54,5
273,46,10,328.81,9
58,50,14,90.77,3
136,33,7,75.44,3
87,27,29,168.18,5
69,30,30,23.76,1
64,19,5,79.56,3
72,11,10,56.94,2
206,19,12,76.77,2
150,35,21,23.3,2
159,34,18,201.87,6
175,34,21,126.84,4
271,31,1,177.74,4
315,4,16,52.84,3
193,32,7,147.62,5
235,45,7,86.37,5
270,33,24,114.91,5
252,29,5,138.56,6
50,12,1,29.62,2
359,40,15,294.24,5
61,23,23,53.95,2
151,14,16,46.8,2
239,25,5,15.48,1
148,7,24,85.9,3
89,47,12,68.54,4
338,36,22,105.42,4
27,17,7,40.9,2
90,40,28,180.25,4
363,3,9,11.62,1
267,20,30,185.35,6
32,33,12,258.76,7
276,2,22,59.25,2
354,36,16,139.13,4
36,41,3,96.77,5
152,30,3,77.39,3
171,11,13,61.66,2
48,38,6,65.56,3
74,17,19,76.29,3
64,37,5,80.6,4
68,32,18,59.73,2
148,5,7,41.71,2
170,5,6,49.09,2
87,1,12,47.03,3
106,4,18,11.97,1
71,15,12,185.6,4
291,2,11,111.01,3
78,47,11,41.87,3
332,46,11,157.03,4
197,9,13,193.95,4
293,16,26,77.07,4
233,38,18,148.41,7
98,34,13,189.9,6
220,30,23,149.3,6
101,50,16,328.42,11
44,32,29,71.27,3
93,34,17,243.33,6
101,26,7,45.08,3
50,27,17,296.11,7
9,15,24,124.11,3
345,27,7,175.97,4
188,46,7,350.97,10
147,19,18,112.12,4
340,7,27,107.46,2
83,30,11,22.48,1
148,40,16,150.89,3
310,48,20,193.83,8
231,28,20,95.79,3
146,40,5,65.4,2
94,13,12,81.01,3
13,22,30,137.04,6
32,21,27,39.93,2
60,17,24,37.27,2
288,36,1,80.03,4
234,45,13,180.81,7
159,17,2,77.62,4
286,7,10,66.84,2
59,42,26,123.15,6
77,43,12,245.67,7
144,47,6,141.32,9
335,13,22,24.67,1
225,36,23,83.42,5
311,36,20,50.07,2
91,40,25,96.94,3
310,41,22,123.17,6
27,48,20,76.98,5
84,24,27,78.02,2
191,4,10,55.4,4
19,10,14,93.25,3
314,45,17,193.5,7
317,43,21,201.72,5
198,1,15,84.8,5
112,19,14,92.04,3
37,13,5,108.91,4
226,17,20,122.25,5
197,32,4,53.13,2
278,26,15,127.6,6
220,25,13,58.89,3
47,22,24,34.57,2
45,33,15,98.86,4
286,35,1,23.02,2
59,3,16,30.1,2
343,7,7,117.72,3
39,18,12,111.25,3
266,22,9,72.03,3
356,50,5,207.94,6
162,45,29,129.95,6
21,33,8,114.85,5
320,2,16,91.88,2
69,6,25,41.3,2
193,23,11,134.83,4
360,30,29,115.78,3
272,34,13,167.19,5
17,8,29,102.39,3
300,45,14,209.11,9
59,25,1,89.47,5
274,30,27,141.37,5
227,2,26,29.37,1
106,42,29,72.7,3
155,28,4,71.31,2
44,12,26,13.58,1
361,16,11,57.5,2
87,18,26,25.29,1
113,2,29,66.38,2
184,48,6,62.54,4
246,41,12,149.71,7
185,45,9,138.59,8
185,18,10,37.36,1
213,28,18,244.93,6
314,23,13,342.93,7
145,24,20,211.49,5
304,30,21,46.73,2
288,23,7,192.51,6
351,39,2,115.37,6
334,3,23,32.5,3
292,10,6,51.01,2
91,45,6,93.24,6
283,45,19,170.51,7
269,41,8,193.62,9
106,19,6,152.23,5
248,23,10,106.51,3
93,2,16,129.45,3
191,14,26,94.94,4
291,37,30,155.8,7
69,18,22,110.49,4
123,25,27,53.97,3
291,7,16,176.69,4
166,25,13,66.0,4
351,37,25,176.48,8
3,29,10,58.42,2
264,28,25,90.39,4
298,46,30,273.83,6
336,12,12,65.35,3
58,15,20,197.77,4
360,32,24,171.78,6
144,25,24,28.98,2
129,49,7,122.68,3
130,3,29,10.38,1
233,7,16,41.36,1
241,18,2,124.97,4
173,23,4,87.71,3
26,45,22,127.08,7
361,25,13,109.64,5
82,22,4,82.75,4
35,9,16,42.42,1
219,22,18,85.69,4
151,27,3,121.54,4
225,30,11,121.3,5
320,31,14,168.74,4
36,22,24,12.78,1
104,8,20,79.04,2
189,8,3,57.9,2
288,8,19,303.46,6
220,31,28,109.55,3
140,43,2,404.68,11
223,45,30,303.89,14
358,16,3,98.29,4
176,4,19,15.31,1
323,32,11,108.53,3
285,2,22,98.46,3
110,32,26,132.45,5
92,20,26,24.22,1
282,42,27,267.59,9
76,32,25,66.61,3
123,37,10,83.09,4
86,21,14,27.12,1
222,43,22,151.29,6
108,27,6,141.74,4
241,32,18,112.28,4
342,19,16,187.87,4
303,23,30,118.74,4
347,43,2,342.81,8
9,20,3,65.08,2
167,2,1,69.34,2
81,19,17,154.62,4
336,20,17,44.41,1
260,21,18,87.28,3
117,4,8,23.92,2
206,7,10,34.8,1
221,17,13,39.25,2
181,22,2,37.6,2
174,2,23,52.49,2
21,20,2,75.64,3
166,17,21,30.58,2
128,2,14,38.34,1
299,13,30,129.84,5
316,14,21,51.32,2
274,8,15,138.97,3
12,38,22,64.1,3
308,4,4,14.54,1
145,29,6,49.82,2
152,34,15,134.96,4
345,41,26,69.68,3
317,28,25,79.39,2
19,28,12,142.86,4
132,39,9,127.57,7
274,43,29,418.52,12
197,11,17,142.69,4
95,40,4,119.22,3
192,24,7,284.63,7
317,5,26,60.96,3
82,31,27,157.65,4
273,49,28,173.99,5
269,8,1,141.04,4
324,1,25,11.84,1
109,46,4,176.67,5
79,30,25,74.06,3
200,11,27,81.1,3
194,40,11,129.32,3
150,20,6,83.01,3
285,17,22,70.93,4
292,15,3,130.79,3
90,30,18,109.28,4
291,7,10,40.65,1
85,19,13,121.7,3
149,16,25,35.29,2
10,4,30,28.03,2
125,39,13,73.84,3
350,1,9,21.38,1
162,48,26,117.49,11
260,5,13,86.66,3
40,18,6,82.7,4
232,5,28,96.22,4
136,19,30,55.97,2
272,31,9,191.85,5
339,5,5,53.48,2
195,27,5,104.51,3
38,39,18,147.28,7
174,23,10,30.5,1
45,6,19,53.48,2
165,35,23,50.1,4
23,10,1,30.3,1
234,1,26,25.25,2
114,22,1,38.14,2
74,14,4,65.59,3
7,2,22,87.1,3
325,39,19,75.7,3
306,30,30,89.53,3
297,46,18,408.9,8
22,25,13,61.13,3
128,22,21,27.5,2
355,43,23,112.48,3
212,5,21,50.24,3
47,19,12,69.48,2
52,40,29,156.42,4
97,15,10,138.4,3
355,45,11,131.63,5
62,15,9,174.7,4
330,21,9,94.03,3
248,45,7,91.3,5
337,13,18,40.69,1
302,49,22,127.65,4
122,3,13,37.6,3
303,14,28,75.12,3
62,30,15,102.61,3
107,30,15,176.28,6
78,46,3,271.71,8
49,48,28,58.59,4
33,34,5,173.63,6
69,33,5,95.62,4
44,16,29,66.09,3
139,41,16,153.91,7
27,33,3,89.9,4
23,2,14,112.74,3
362,42,18,317.64,9
33,18,1,94.72,3
28,24,23,130.75,4
11,25,21,15.69,1
49,41,1,213.76,8
193,14,19,61.88,2
302,20,7,78.66,3
269,2,23,58.39,2
212,18,12,63.16,2
32,5,7,21.78,1
283,30,16,125.82,4
14,45,14,240.01,10
231,24,11,71.89,2
150,46,27,245.37,7
322,49,20,198.14,4
113,3,15,25.25,2
234,26,7,76.28,5
161,27,18,69.35,2
191,20,1,147.61,5
343,42,27,233.27,7
261,20,1,76.56,3
152,3,21,17.3,2
164,28,11,59.12,2
258,11,22,71.25,3
127,18,11,148.05,5
62,26,1,87.48,5
171,37,29,58.59,3
25,14,23,92.36,4
62,20,2,60.99,2
154,4,1,15.03,1
291,20,16,59.96,2
286,30,29,82.96,3
96,31,18,163.89,4
155,15,1,92.78,2
57,4,21,12.38,1
276,29,13,155.27,4
90,33,20,53.37,2
292,5,11,97.69,5
308,26,1,86.07,4
252,5,1,62.85,3
121,23,19,102.32,3
348,33,20,228.45,6
251,36,10,60.07,3
236,36,3,112.15,5
313,38,24,75.92,4
322,13,5,141.28,5
29,43,6,378.76,11
322,18,14,137.38,3
280,19,22,56.54,2
76,40,30,193.38,5
113,17,19,78.22,3
275,4,29,56.85,4
80,36,20,136.91,5
166,34,26,102.22,5
252,30,6,94.6,5
238,8,2,80.92,2
333,32,21,108.82,4
41,10,30,51.83,2
108,28,23,54.09,2
360,26,11,58.23,3
208,39,15,82.0,4
91,49,4,97.64,3
106,10,11,57.6,2
124,6,21,71.86,3
203,28,5,108.37,4
104,48,15,91.77,7
227,8,9,106.3,3
163,25,15,57.69,3
223,21,23,71.61,5
57,16,27,25.85,1
228,34,13,80.67,3
338,15,25,135.14,3
50,25,22,32.44,2
120,43,28,219.54,6
254,19,23,79.88,3
226,2,17,76.67,2
247,45,21,178.88,10
205,14,10,23.99,1
250,39,21,54.15,4
223,39,22,38.31,3
28,27,19,266.78,6
275,5,4,26.58,1
164,48,16,103.98,5
19,35,22,73.57,9
150,22,6,67.91,3
159,43,24,248.0,9
32,40,26,82.86,2
364,39,17,84.49,4
82,9,29,112.08,3
121,32,26,142.39,6
161,15,14,191.29,4
304,4,27,13.74,1
272,17,28,98.49,4
282,6,4,28.25,1
87,6,30,91.32,4
309,37,1,163.99,6
303,26,15,51.7,3
170,20,29,87.24,3
200,10,22,72.23,2
14,39,9,86.87,5
278,32,20,177.52,6
351,30,7,32.56,1
173,10,8,65.91,2
198,7,28,119.53,3
183,7,2,42.49,1
31,2,29,65.1,2
227,49,14,234.29,7
264,19,2,132.74,5
339,33,24,49.15,2
340,50,2,224.55,7
180,47,10,72.98,6
